user_id,item_id,rating
52,66,10
979,94,10
1934,153,10
1328,165,10
912,29,7
131,79,10
796,7,10
1754,371,10
1433,150,10
1423,226,10
68,182,8
951,12,1
1366,168,8
593,86,10
1355,126,7
47,204,10
1096,232,8
1791,18,10
1671,23,9
960,26,7
1269,212,9
1283,224,2
10,211,10
392,202,10
1206,5,10
46,380,8
928,219,7
450,18,10
1094,401,10
1802,12,10
45,393,1
72,130,10
1811,153,8
323,544,7
799,43,8
1029,251,9
1811,9,10
1087,88,9
52,344,4
1442,168,10
1459,182,10
427,203,10
1168,94,8
772,98,10
848,185,4
2076,44,7
943,67,10
606,0,10
2126,180,10
1648,46,10
49,230,9
649,41,10
1318,168,8
460,390,10
195,23,10
816,12,8
971,271,7
1583,9,10
1028,77,10
862,209,6
166,124,10
1014,12,8
3,182,7
989,29,1
269,227,9
1271,34,8
1528,428,7
269,329,9
713,32,6
41,421,7
52,201,9
240,18,10
1712,78,8
1123,379,3
945,206,10
0,19,8
407,219,10
43,325,7
321,202,10
544,140,8
1126,227,5
420,229,9
2008,256,9
456,202,10
1372,38,10
1904,412,6
287,222,9
973,85,7
511,204,8
186,316,7
119,124,9
1630,46,6
1808,297,9
848,203,10
1603,70,8
1283,88,8
575,175,8
905,224,10
1056,23,9
2088,14,9
1589,273,8
954,203,10
704,72,7
481,344,6
1115,206,10
45,351,1
148,202,10
679,41,6
848,129,7
1191,9,10
1545,212,8
509,168,10
367,19,10
1072,126,8
482,344,10
704,237,7
1236,0,7
684,86,9
1096,148,9
1392,473,4
760,39,10
1161,301,9
309,29,9
52,354,6
1113,481,5
740,35,9
1376,89,10
1054,49,9
474,29,7
43,287,8
444,212,10
63,98,8
1522,445,7
323,3,10
2096,371,9
438,212,9
1476,114,10
824,204,10
209,86,10
460,0,1
714,202,3
83,46,7
194,3,10
61,83,7
1703,144,8
1464,60,10
1569,97,10
1215,256,7
1755,2,9
842,41,5
2033,79,7
669,206,1
944,110,9
1367,35,9
679,148,10
1346,295,7
1144,309,10
1749,207,8
481,40,6
54,28,7
175,125,8
460,1,1
1250,98,1
514,85,9
44,431,2
127,242,7
60,28,8
1195,88,10
89,358,6
1204,150,6
392,23,10
470,404,10
1801,382,9
1829,228,8
1591,181,1
1104,29,7
221,168,10
1059,18,9
1104,226,9
1852,3,10
508,215,5
1570,41,10
42,42,7
291,204,4
1776,420,7
1274,86,10
1129,1,10
72,480,3
1971,12,8
312,30,5
902,168,10
267,259,8
414,203,9
62,78,5
481,113,5
124,510,5
1819,26,9
142,320,1
1343,351,7
445,26,8
1160,150,8
74,232,7
959,71,9
48,71,9
502,259,8
1215,32,7
1007,223,9
166,154,10
1187,59,8
74,124,6
58,90,8
1565,232,9
375,304,7
1641,208,9
230,170,1
323,168,10
854,19,9
1554,12,8
2106,126,8
11,221,7
980,8,9
199,71,5
468,211,10
977,133,7
703,194,5
853,241,10
1948,41,8
952,175,7
628,140,10
1142,372,7
2072,71,8
1648,272,9
44,12,10
1607,449,8
2034,251,7
1157,208,10
2056,208,9
210,266,10
74,229,8
1718,206,10
1380,246,10
707,175,9
1780,78,4
1885,83,10
112,301,7
632,59,10
603,9,10
1736,428,9
1149,7,8
1201,205,8
1103,32,6
544,66,10
354,97,10
1884,154,8
132,343,7
88,28,2
45,352,1
848,21,9
1793,280,9
1471,108,8
323,225,7
1213,380,3
1587,126,8
735,226,10
48,29,1
494,212,9
154,233,10
59,215,8
164,67,9
1685,12,10
1976,18,10
826,71,8
931,203,8
1456,188,4
221,18,8
1910,45,7
238,204,10
925,208,6
20,214,9
1456,181,2
77,385,1
1021,318,10
401,224,10
1812,61,10
32,104,4
256,260,9
2105,415,1
1011,98,4
158,1,8
142,369,5
537,73,2
564,149,10
320,132,10
1910,163,8
1335,4,10
913,72,9
62,210,7
697,29,8
2094,317,10
323,255,8
1945,330,9
1205,13,10
147,263,10
138,150,10
328,19,10
64,246,4
1594,224,10
77,241,8
838,10,9
964,230,10
72,121,9
970,97,10
547,371,8
337,161,9
1115,246,10
1714,19,10
2070,156,8
801,546,9
1533,206,9
478,230,10
732,101,6
344,41,8
1410,195,9
46,11,8
89,45,7
2137,110,8
578,203,10
64,143,4
1102,12,10
991,86,10
42,153,7
45,26,7
114,204,10
725,88,8
1543,228,8
91,209,9
1662,25,9
241,12,10
1574,149,10
552,12,10
1931,208,10
1004,203,9
1582,40,7
1071,9,10
319,59,8
792,211,10
875,5,6
1843,3,10
996,380,3
1241,29,8
2037,150,9
1792,455,10
1289,233,7
1434,18,10
16,204,10
1274,265,10
325,118,8
904,18,5
2027,132,10
268,460,10
826,242,10
272,19,9
63,53,9
1671,204,9
64,456,2
72,392,1
444,360,9
679,12,10
52,455,9
333,173,6
1357,2,10
1364,69,8
2097,58,10
460,5,2
1119,211,10
2020,148,10
943,59,6
1492,315,10
1453,97,9
1195,1,9
395,242,9
1769,259,10
813,17,1
60,124,9
1767,232,5
1788,79,9
52,360,4
502,126,7
390,349,9
1061,88,10
1620,206,10
280,224,1
166,451,8
909,35,10
97,30,9
335,203,2
45,359,2
39,241,6
0,30,6
13,244,9
2000,140,6
1526,39,10
996,309,10
22,41,10
547,71,9
684,206,1
259,98,10
153,224,10
1202,25,9
796,86,10
946,15,10
269,173,9
723,77,8
569,211,1
389,204,9
491,85,10
280,72,9
398,93,9
725,208,3
996,452,7
821,27,9
355,97,3
950,98,9
1826,147,10
1705,3,10
1984,79,9
2039,57,10
895,214,8
56,260,10
933,7,10
1397,222,3
1128,80,1
1491,212,10
52,185,6
1226,19,10
1551,206,10
588,206,8
200,10,10
2,141,4
46,384,1
1096,83,7
459,230,9
1154,45,1
282,226,10
186,23,8
1972,11,9
267,226,10
954,1,9
778,202,10
1385,233,9
677,304,8
64,206,6
525,12,10
1077,12,10
1281,168,10
910,88,10
809,148,10
862,204,6
77,94,9
241,26,10
349,137,10
959,56,8
72,15,9
996,40,9
514,342,7
1644,204,10
1222,293,6
337,31,8
728,98,9
1292,434,9
473,214,10
94,40,10
343,150,10
1438,86,10
1336,10,10
1132,6,3
1080,162,10
1352,89,10
605,86,4
557,248,10
2080,16,10
229,34,8
1494,208,10
1600,315,10
1246,3,10
45,227,1
1654,359,8
22,231,10
892,317,2
166,322,8
444,206,10
1208,230,5
781,205,5
791,206,10
929,24,3
35,236,8
1349,233,10
1263,295,10
430,202,9
64,325,6
952,274,6
1028,451,7
39,37,9
1611,211,7
769,168,10
1096,207,6
196,12,10
166,259,9
733,7,1
1123,302,6
922,167,10
993,18,7
942,219,9
39,271,7
892,86,10
254,3,10
890,14,7
805,59,10
1716,204,10
94,512,7
224,1,9
985,197,3
1630,86,4
1365,83,7
1958,35,10
1260,240,9
750,322,9
256,204,10
1200,162,9
14,264,9
378,112,9
41,409,10
1121,3,10
312,212,7
325,18,10
448,2,10
514,170,6
264,211,10
606,203,10
734,524,10
249,371,10
1234,82,7
221,271,8
899,233,10
1151,39,10
1080,415,10
508,67,10
166,412,6
969,98,1
413,86,10
618,204,8
24,2,7
29,58,10
398,211,10
351,214,10
726,329,10
1478,366,8
848,302,5
446,10,10
501,87,10
299,203,10
459,3,7
1652,150,10
120,206,10
751,29,10
158,89,9
45,356,1
943,178,10
1496,45,10
398,14,6
78,349,9
597,25,8
285,208,9
452,97,6
42,206,9
77,266,6
514,59,9
1142,164,8
481,94,7
166,205,7
583,77,9
547,204,10
2129,119,1
821,21,9
1185,148,4
672,230,9
1046,362,8
1195,89,10
651,254,10
1760,231,8
1670,309,9
62,71,9
1703,405,6
1848,13,10
72,72,9
72,420,10
7,45,3
1682,214,8
1134,232,9
2090,300,9
1399,431,1
1112,226,10
378,202,10
219,229,1
781,12,8
127,23,5
658,12,1
1224,211,9
65,223,8
550,310,10
269,436,9
480,236,9
1229,216,7
421,206,10
1832,18,10
1141,206,10
1339,206,10
704,92,6
1148,30,9
1280,227,9
72,245,8
2102,16,9
1987,263,10
1694,12,10
1588,469,10
236,232,6
42,168,1
1001,88,8
485,211,10
47,204,9
1307,371,8
1521,56,10
225,12,10
1096,513,4
635,380,10
1044,138,9
972,86,10
462,107,7
238,29,2
236,258,8
2028,340,9
648,79,10
1225,13,9
1211,71,6
196,12,10
1156,328,1
1123,39,9
1002,18,8
703,226,10
1044,12,9
256,172,9
1333,272,10
991,12,1
1329,380,5
474,154,8
22,4,8
1381,2,10
514,122,8
1581,335,9
1762,304,9
97,301,8
337,52,7
1342,341,6
728,18,10
194,233,8
514,329,10
745,107,10
750,14,9
75,10,10
1560,265,9
969,168,1
112,376,7
1422,89,8
333,415,6
1398,59,8
132,187,6
662,10,10
725,336,5
398,72,8
1096,393,9
148,71,10
51,204,10
889,0,8
1283,428,9
1164,536,5
269,334,8
2061,12,6
164,249,10
261,445,7
50,204,10
396,298,10
2092,157,6
2109,434,6
462,206,10
659,2,10
460,9,1
842,380,10
1334,6,1
75,77,7
226,86,10
1707,8,10
2131,310,10
934,206,10
966,94,9
921,337,1
1408,19,10
521,202,9
335,225,10
633,335,9
1390,89,9
486,144,10
413,100,10
1792,34,10
2,93,9
328,203,9
1616,344,10
22,100,9
730,61,10
1543,205,10
1536,45,10
1572,183,9
1314,242,10
952,525,10
1471,581,2
10,3,10
1274,206,10
337,286,6
1014,27,6
45,360,5
588,30,8
1402,168,8
732,11,10
1347,83,5
39,219,9
1474,227,9
1114,89,7
642,307,9
323,162,9
195,168,10
173,206,10
2007,222,10
781,192,7
2136,245,9
1029,100,10
1310,39,1
1695,144,8
944,118,10
806,202,7
2021,330,10
1839,206,10
1564,260,9
136,276,9
1541,238,5
1411,226,10
144,105,10
18,313,9
1557,370,10
731,202,9
1342,449,8
821,169,4
1460,230,10
337,181,7
779,259,8
1502,340,1
83,80,6
1429,166,6
624,34,7
211,95,10
140,230,10
1198,226,10
665,168,1
1977,98,10
1180,211,9
630,206,8
524,523,6
1479,16,8
218,202,1
302,249,3
1573,48,9
72,78,4
711,122,10
975,215,10
450,167,9
1342,226,8
848,204,10
409,124,9
62,263,8
325,124,10
65,20,9
424,168,10
35,381,8
166,12,10
1299,205,10
1608,175,10
266,256,9
821,100,10
356,211,10
256,215,8
173,89,10
854,41,7
773,233,10
622,175,8
1041,444,8
485,165,8
1098,0,10
482,9,1
751,206,1
1456,242,4
1064,204,9
1796,30,10
1509,212,9
216,222,10
40,97,9
342,211,1
72,7,10
8,71,8
37,168,6
1917,8,8
813,18,1
1866,140,8
42,322,5
63,22,10
221,212,9
91,270,6
1604,330,10
852,168,8
305,153,6
28,71,8
1188,150,10
666,71,10
333,221,7
69,84,8
481,0,10
64,64,2
1552,87,7
485,229,9
1849,147,6
222,59,10
890,24,6
94,263,10
1140,6,7
444,206,10
256,88,8
2042,79,10
1510,167,10
1934,94,10
647,3,8
2016,71,9
2,102,7
79,238,6
588,79,10
52,342,8
448,83,9
141,86,10
166,19,10
367,234,1
97,229,10
448,168,9
1001,224,8
2059,231,10
476,393,9
3,73,8
1001,221,7
1608,460,10
862,5,8
536,38,7
104,12,10
1202,376,8
98,19,10
1814,12,10
542,231,8
77,178,3
786,41,10
245,180,9
1202,56,9
96,237,8
2052,61,10
1283,24,10
1762,168,10
175,15,7
366,126,10
473,148,10
384,182,10
867,153,10
493,19,9
427,0,10
331,202,10
2,121,7
1699,431,10
16,22,9
1291,12,7
183,61,9
910,8,1
1011,94,10
176,12,1
975,203,10
454,148,10
2115,221,7
1062,83,10
1046,168,10
1280,372,9
1121,211,10
402,404,10
337,110,6
11,58,9
964,3,7
47,96,9
316,78,9
383,159,8
22,254,10
1389,53,9
635,394,7
1194,206,10
1206,61,10
945,53,8
398,214,7
514,263,8
1377,208,9
1092,41,10
732,309,9
269,255,9
663,94,8
1087,226,9
1343,275,5
1618,45,10
22,12,10
699,89,10
1972,41,9
424,206,10
63,32,9
723,393,10
229,0,7
66,58,7
11,253,6
406,202,10
68,138,7
943,203,10
57,18,10
14,298,9
486,208,10
1165,242,9
1537,214,9
1526,37,10
854,86,8
476,287,9
1818,360,8
867,168,10
1597,161,10
444,225,10
337,108,6
404,206,1
480,58,10
333,89,7
389,242,9
344,202,9
558,10,6
1438,96,10
1158,458,1
2028,377,4
2136,43,9
197,460,8
366,45,7
1389,243,9
59,123,9
1674,12,10
2034,167,8
1597,420,9
1103,43,8
1546,122,10
52,263,9
795,93,10
757,230,9
64,383,7
856,88,10
642,150,9
35,377,8
280,111,6
1671,425,10
1799,162,8
290,230,10
2120,406,8
840,217,8
1057,222,6
686,334,7
293,229,9
1188,208,10
1480,212,9
298,226,10
758,202,4
460,79,10
2017,44,10
1905,83,5
249,12,10
39,386,8
2018,222,10
703,36,9
220,383,10
1787,182,10
1444,8,9
1601,35,8
753,206,10
752,137,4
144,13,10
1576,379,8
1445,74,1
1093,113,3
1125,215,9
1406,79,10
1434,206,10
446,331,8
52,400,4
21,87,1
115,176,1
413,29,10
249,315,9
1623,307,10
59,271,9
1216,212,10
47,150,9
2117,355,9
382,100,9
1476,111,10
1687,282,10
1316,87,9
439,150,10
513,58,9
1366,216,10
743,239,8
854,87,9
875,127,8
350,211,10
83,23,6
1156,1,6
1097,232,1
949,0,9
1314,233,10
1829,167,10
1988,9,10
1180,167,10
47,204,10
560,86,10
1299,181,9
1220,226,9
1634,204,10
1255,390,9
269,72,9
364,227,10
473,168,10
473,227,9
1066,19,10
281,415,9
398,244,8
303,206,10
473,147,3
1122,97,5
263,26,10
796,6,9
1205,340,10
72,4,9
1424,72,10
1249,331,10
24,58,8
1371,229,10
1208,12,7
1575,71,8
1208,6,6
840,561,7
338,12,9
712,349,7
1675,168,10
166,204,10
779,57,5
569,176,10
132,392,6
313,4,8
1283,350,7
35,287,8
872,229,7
1283,125,6
1977,311,10
34,291,10
1608,415,10
344,255,7
1565,176,8
1095,413,8
300,153,10
1283,425,10
234,206,10
466,9,10
514,393,9
1789,331,2
481,325,7
355,203,10
784,88,6
1036,12,9
632,202,8
902,3,6
1351,86,10
2063,215,7
1286,7,8
1593,16,8
453,211,10
1897,107,5
534,211,8
672,312,5
256,230,1
677,95,10
269,230,10
1022,12,10
255,150,1
256,86,10
499,209,10
781,45,8
1055,72,8
305,215,10
1456,497,2
536,109,9
2128,53,7
514,356,7
872,404,10
1895,86,10
2034,140,7
1348,97,10
153,12,1
474,130,8
119,322,5
536,350,9
52,1,8
1564,445,9
469,87,9
197,149,8
326,202,10
1062,216,10
840,19,9
75,214,9
506,276,5
1151,233,7
682,12,10
795,524,10
1481,20,9
332,390,9
414,86,9
549,247,10
525,66,10
1643,204,10
1205,14,10
97,202,10
1675,215,10
694,202,8
45,62,3
682,211,10
1828,12,1
65,8,8
58,10,9
1602,12,10
557,206,10
886,152,9
1131,10,10
306,239,9
267,48,10
174,229,10
48,32,8
846,71,9
1842,256,9
388,12,10
72,336,7
855,18,10
349,12,10
2120,418,8
361,22,6
481,254,10
1439,13,8
1028,376,7
1410,457,8
52,205,5
1447,369,8
359,164,5
3,171,6
3,151,3
290,32,10
142,81,2
806,86,8
1402,233,8
118,53,8
68,256,1
166,354,7
272,15,10
842,12,7
323,429,6
2080,79,10
861,165,8
499,103,10
752,93,7
1264,383,10
1979,343,4
1589,126,8
862,17,6
2018,39,10
146,94,9
1471,80,9
980,150,10
781,488,6
224,97,7
959,69,7
527,233,10
418,56,10
395,414,7
663,144,9
1762,45,10
1035,40,8
209,29,7
854,263,7
11,210,7
33,18,10
1546,124,10
1122,93,8
1109,397,10
1056,117,7
404,337,9
208,70,10
474,35,7
870,226,10
1216,203,10
45,100,1
1848,12,6
427,342,10
1542,43,10
853,29,10
323,50,7
458,104,8
263,515,10
2020,311,10
1280,32,1
752,124,3
527,202,10
622,19,9
344,25,8
88,12,10
333,205,6
634,18,10
930,156,9
166,74,10
92,26,5
1432,35,9
1552,181,8
101,242,9
821,180,9
627,60,9
421,234,10
1891,111,6
280,109,7
169,9,10
980,36,8
1507,206,8
2034,77,8
1598,309,10
933,444,10
1046,364,5
1121,2,10
1548,59,9
828,13,10
1025,512,7
1972,43,9
826,45,9
295,309,9
72,326,8
821,32,7
140,127,8
238,203,10
32,266,8
63,318,8
1971,56,8
52,161,1
1951,95,10
302,18,10
773,9,10
83,257,6
889,226,1
366,86,9
923,13,8
56,245,1
1605,124,10
1523,212,10
828,31,7
66,287,7
1173,203,10
1104,231,9
74,112,7
648,185,10
1378,238,10
1320,322,7
329,202,10
1485,24,7
997,57,1
1867,3,10
1645,86,5
518,71,10
115,226,10
1601,56,6
735,215,10
1202,15,10
474,481,5
848,85,8
349,206,10
230,12,10
1140,12,10
2105,31,1
1312,71,10
1041,18,10
800,18,10
1346,99,8
1492,164,6
1877,144,7
1789,21,9
1662,12,1
2096,406,10
784,104,10
423,149,9
285,206,9
152,214,10
784,86,9
1786,19,10
102,202,10
45,416,1
504,79,10
398,323,8
269,1,10
337,380,7
682,124,9
707,163,8
1636,141,8
1158,9,8
49,234,6
40,59,9
647,6,7
305,35,10
268,10,10
370,79,10
2095,59,10
488,79,4
1101,204,10
2068,150,10
1643,61,10
388,71,7
817,232,10
1293,12,9
1346,85,7
1055,11,9
1765,331,5
1301,212,10
323,78,7
153,275,8
890,13,8
94,42,10
1624,309,9
1437,369,9
36,217,6
1595,392,5
75,354,10
1687,211,10
1174,206,10
933,3,10
848,39,5
476,182,5
1036,204,9
1608,348,6
323,89,10
1202,349,9
1707,204,10
267,204,8
45,17,1
1964,276,10
391,288,8
1803,10,10
413,295,9
821,176,4
1747,2,9
848,227,10
424,203,10
1658,204,10
732,53,8
908,86,10
1279,347,8
992,12,10
1103,165,6
1005,0,10
47,10,8
614,93,10
182,202,10
945,362,8
154,86,9
43,196,2
1230,204,4
703,184,9
757,202,9
850,204,10
2027,182,9
1517,337,7
1699,216,10
59,86,7
1164,203,5
843,59,7
1096,124,9
2,158,3
1236,79,10
1055,2,8
1685,259,9
219,100,10
768,130,7
1109,433,6
1844,401,10
996,434,10
28,87,7
228,349,9
166,222,1
280,59,10
1694,153,10
1281,56,8
583,208,10
1760,29,8
43,162,5
902,100,7
695,453,9
249,30,9
1834,35,10
1393,98,10
440,203,10
43,9,7
515,86,10
450,71,6
911,69,9
685,371,10
648,95,10
1088,428,10
873,29,9
488,203,10
639,104,10
1095,86,9
884,23,8
2105,87,1
802,264,8
1488,87,1
773,202,10
75,325,8
952,429,1
416,202,8
617,59,9
149,246,6
624,124,8
752,87,1
366,303,7
480,149,9
1702,7,9
1218,216,9
961,206,10
812,150,10
1158,34,9
8,212,9
1440,232,7
119,168,10
381,342,10
227,12,10
100,216,9
42,48,5
369,353,9
337,102,7
2059,107,9
733,86,10
1755,165,8
454,394,7
301,12,10
959,147,7
40,5,7
993,166,6
1782,83,8
692,109,6
86,134,9
19,127,8
113,337,10
2030,55,8
1084,203,10
1916,45,6
337,202,8
1202,337,7
1654,276,10
1288,97,10
1290,246,7
1315,59,1
1623,165,10
1151,1,10
22,259,10
493,242,8
765,100,8
862,242,6
152,224,8
1957,206,10
450,31,5
269,423,9
853,233,7
514,40,9
1615,211,10
290,32,7
1709,211,1
320,219,9
776,202,10
766,95,10
136,56,9
1529,165,9
1131,211,10
1636,224,10
1874,226,9
281,167,1
35,230,10
1227,1,10
1014,58,6
825,265,10
1455,93,10
474,254,10
1955,224,1
466,549,10
2001,449,6
1202,1,8
1533,215,9
2020,276,9
1444,59,9
1932,243,10
848,18,10
391,212,6
7,216,10
520,18,10
709,34,9
2085,385,1
1197,167,10
328,86,8
463,18,10
97,57,8
1827,86,10
1390,9,10
59,2,10
51,110,10
1126,12,10
1141,322,8
94,24,10
1547,216,10
1186,208,9
2,89,9
482,219,10
1491,259,9
315,206,10
2093,29,10
945,97,8
323,371,8
247,404,9
1952,96,1
1780,272,7
934,239,9
264,150,1
821,1,8
2074,175,9
1202,364,7
74,3,9
199,12,9
697,149,8
821,315,10
998,177,10
947,226,10
446,435,5
1128,12,10
1028,98,10
72,456,7
952,2,9
873,205,5
1150,224,10
1142,5,9
138,85,8
959,186,8
1202,88,10
711,26,10
1036,168,10
321,124,10
1760,216,8
392,503,1
1473,126,10
32,94,9
1160,230,7
1814,18,10
1350,44,8
550,43,9
45,370,1
1388,148,9
1963,87,3
887,150,10
166,370,8
47,18,10
1429,231,10
1432,39,9
91,10,10
1739,100,10
648,94,10
93,3,9
1542,227,10
481,39,7
992,301,10
37,89,7
1428,9,9
335,43,10
863,26,9
1896,330,8
1552,168,6
1454,231,10
1018,215,8
1202,412,7
452,23,9
441,12,10
1471,275,6
690,476,8
966,5,8
2007,58,10
310,12,10
1403,173,6
906,53,10
115,10,10
186,53,10
1039,92,9
245,180,9
561,204,10
47,374,7
618,86,9
323,196,7
907,86,9
267,388,7
22,59,8
1349,271,8
1869,100,10
1401,2,8
753,19,10
1140,89,10
52,462,8
478,212,7
938,73,10
1499,337,10
758,367,9
1123,428,1
176,442,1
111,206,9
1078,29,7
181,59,10
1580,222,7
1934,219,10
333,174,7
89,67,9
1445,369,10
1190,334,10
1283,379,9
136,97,10
993,211,8
513,156,6
168,168,10
333,242,8
1698,100,10
1066,203,9
563,202,10
35,148,8
679,43,10
1364,169,10
2035,168,2
824,206,10
180,146,7
158,127,6
545,59,1
1293,242,8
1686,85,8
695,16,7
61,43,7
1387,9,10
990,269,9
1202,385,8
1968,242,10
166,5,10
476,288,6
35,56,9
1114,143,1
642,78,6
606,86,8
166,164,9
782,2,9
1311,29,10
1842,405,10
443,150,10
1237,162,3
96,100,9
899,59,9
62,174,4
1975,315,10
725,217,2
35,107,6
1444,100,10
65,165,10
327,204,10
1355,143,7
493,165,10
106,79,8
1780,219,6
153,110,9
845,12,10
814,330,10
774,12,7
481,433,5
45,274,1
1724,12,7
852,87,9
57,240,10
1738,8,10
1366,108,8
239,89,5
178,41,10
1696,112,1
27,12,2
1279,224,1
1096,92,6
290,307,10
1063,211,10
77,311,6
781,268,7
436,279,10
952,425,9
239,234,6
516,12,10
1505,302,10
559,211,10
1678,182,8
784,230,10
312,161,6
27,206,10
1840,239,10
1032,7,8
853,95,10
1615,211,10
458,12,10
1764,210,7
86,9,10
803,260,8
367,79,10
1618,204,10
1055,58,4
862,83,4
196,29,8
323,504,5
22,203,1
947,203,10
994,212,8
1856,29,9
1874,341,9
448,226,1
952,34,10
1471,436,5
1452,314,10
514,66,6
1919,360,9
1257,334,6
1590,139,9
1579,380,8
41,28,8
1910,107,6
1623,168,1
191,32,10
77,203,8
1100,18,9
280,95,9
705,105,10
822,204,8
267,245,8
350,20,7
91,276,8
45,172,1
1521,323,10
197,145,4
153,45,10
1177,13,10
438,161,8
1061,348,10
609,9,9
245,94,9
1021,322,8
1690,176,1
318,226,10
763,216,10
58,315,7
284,8,8
305,401,10
504,87,10
820,172,10
161,9,10
536,212,10
692,21,8
214,211,10
1109,4,9
782,87,7
627,329,9
1234,34,9
1648,352,10
189,69,9
61,25,7
46,450,1
1997,132,9
349,168,10
1564,243,9
293,12,10
40,98,8
1403,329,7
1875,6,10
453,203,10
423,58,9
447,18,1
175,20,10
1719,204,10
2130,367,10
187,76,8
992,206,9
494,29,10
299,98,9
93,168,10
249,204,7
100,259,9
342,43,8
1584,30,9
1291,86,5
1237,309,3
446,307,9
64,159,6
576,29,10
139,59,9
1054,206,10
109,12,10
203,204,10
809,93,10
1703,39,9
274,61,9
333,428,7
1166,204,10
52,311,8
743,244,5
653,45,10
1223,374,10
1687,341,10
597,263,10
1085,19,10
1547,124,9
62,354,6
1273,0,6
583,393,8
807,206,1
168,309,8
22,309,8
1234,317,6
153,206,10
1272,265,10
2017,165,10
1497,523,8
1044,153,9
732,156,10
541,263,10
2106,59,10
1874,205,9
1034,265,8
35,174,7
1486,232,8
1559,65,8
346,8,10
1470,215,9
405,18,6
280,206,10
652,61,10
1514,254,6
1227,369,10
497,150,10
1281,272,6
1692,7,9
1132,209,9
1753,133,7
510,59,10
1712,317,7
1615,86,10
48,226,10
478,206,8
413,17,8
1696,34,1
1777,94,3
1424,104,2
990,433,6
79,65,8
758,245,8
138,56,8
323,298,7
1610,168,8
237,309,7
1096,45,8
1202,430,6
282,12,10
16,204,10
403,226,10
413,149,9
362,83,10
1303,86,4
1008,307,10
776,237,9
546,61,9
989,211,8
402,311,10
195,85,10
36,61,10
1436,9,9
1897,111,8
814,61,10
1900,18,10
2000,209,9
325,48,1
623,226,9
679,176,1
472,383,1
43,19,9
1848,100,10
22,20,10
186,45,10
52,272,9
267,10,10
195,521,10
70,31,8
2006,242,8
1379,204,10
229,89,7
990,203,10
323,231,7
1981,230,10
1443,148,1
1784,58,5
1323,100,10
127,126,8
589,168,10
18,214,6
996,242,10
600,139,8
1355,323,10
853,219,9
67,86,9
37,59,8
23,37,8
969,29,1
914,254,10
2085,118,1
39,200,4
379,18,10
119,211,10
1570,222,10
619,24,8
323,112,7
256,149,8
843,165,1
1530,11,9
743,10,2
1051,7,10
343,1,8
1775,536,10
1495,71,7
901,53,9
885,434,7
1103,235,7
1567,18,9
1206,16,4
707,206,10
123,202,9
469,144,8
56,45,10
635,307,8
683,156,9
763,202,9
849,202,10
1001,226,7
829,83,9
448,211,10
239,202,6
1296,26,10
1865,12,10
64,175,6
35,66,9
1699,211,10
37,44,7
48,123,10
977,219,7
775,43,9
1289,242,7
340,226,9
337,47,9
1477,275,8
1437,238,9
1055,36,7
1373,206,9
28,37,8
306,93,10
153,263,10
1274,204,1
1769,71,9
1245,100,8
981,150,10
337,89,8
862,4,6
91,402,5
1857,97,10
135,89,7
929,175,8
191,26,10
1311,86,10
347,214,3
1215,82,9
519,120,9
672,83,8
39,412,8
166,344,10
1590,276,7
1172,12,10
458,59,8
1541,16,6
2076,266,8
1857,13,8
184,380,9
1817,86,1
981,94,10
256,388,8
882,88,9
269,76,8
2052,336,10
1515,5,7
770,204,7
546,29,8
1481,164,9
417,309,8
1608,274,10
942,12,10
1732,96,10
1348,100,10
1477,212,9
145,31,10
1283,25,5
1444,97,9
912,9,7
311,18,10
463,86,10
1296,96,10
314,95,9
52,433,7
514,161,10
448,18,10
1820,97,9
944,113,3
990,312,6
97,43,8
1255,336,7
391,330,6
1185,31,8
1440,23,6
1202,69,8
1543,331,10
1414,434,6
46,141,5
64,74,7
94,338,10
56,43,1
1273,14,8
249,49,9
108,204,10
1582,59,7
186,204,9
1249,32,10
179,19,10
858,215,10
2014,287,8
748,309,10
432,126,8
1472,86,10
72,259,9
1246,45,10
124,166,8
763,330,7
690,169,10
781,263,8
377,304,10
72,463,4
152,1,8
1317,330,9
1551,226,9
1305,95,8
323,428,8
14,297,9
703,72,10
781,394,3
1329,12,8
1733,149,10
1405,97,10
1200,304,7
1027,214,10
1185,27,8
683,43,10
1471,40,5
323,229,7
144,98,1
247,168,9
2030,285,8
54,15,9
704,165,9
2057,307,9
189,95,10
1044,79,8
424,206,10
94,504,8
1471,459,7
1915,301,10
1011,211,7
1527,243,9
1470,162,7
1219,19,8
143,103,10
1936,254,10
93,287,9
306,149,8
796,206,10
694,86,9
1113,210,8
1033,243,8
1215,59,10
1780,401,5
462,203,10
1612,229,8
976,168,6
1214,80,10
854,126,7
779,86,7
56,3,1
1061,319,10
1621,206,10
1219,309,5
153,86,10
444,126,10
1177,133,8
1166,226,9
35,371,9
804,174,3
267,161,8
793,206,10
473,206,1
1215,143,8
1334,5,1
890,336,6
1633,71,9
854,266,7
514,95,9
2071,59,10
1971,360,6
828,216,10
72,6,9
601,100,5
47,176,10
43,317,7
319,0,10
2106,330,9
1012,232,10
142,330,4
400,10,10
405,231,5
16,231,10
1281,310,9
608,154,10
476,25,2
69,168,10
866,273,9
840,5,9
1160,4,8
54,423,7
1202,329,9
153,218,10
52,87,9
476,231,10
361,202,8
351,226,10
28,42,8
682,211,10
1510,226,9
284,101,6
462,202,8
635,485,9
1604,204,10
445,45,10
