user_id,item_id,test_id
1857,45,2025
65,199,2026
1905,222,2027
654,77,2028
523,18,2029
1350,165,2030
258,227,2031
339,230,2032
742,12,2033
1471,133,2034
993,124,2035
513,71,2036
863,56,2037
487,237,2038
1496,204,2039
43,27,2040
1262,0,2041
948,198,2042
478,29,2043
139,202,2044
402,212,2045
1377,61,2046
1195,86,2047
1464,180,2048
1619,104,2049
1439,385,2050
726,215,2051
68,265,2052
340,58,2053
1420,5,2054
1630,206,2055
1426,12,2056
11,29,2057
892,206,2058
476,399,2059
327,168,2060
1283,277,2061
1997,69,2062
945,18,2063
1168,71,2064
2103,16,2065
45,158,2066
14,235,2067
22,331,2068
216,59,2069
478,231,2070
116,168,2071
290,202,2072
251,183,2073
1209,0,2074
1839,96,2075
242,206,2076
1598,18,2077
1234,203,2078
654,153,2079
921,265,2080
1323,88,2081
733,237,2082
1935,121,2083
450,305,2084
1838,147,2085
2005,234,2086
132,460,2087
1215,263,2088
1169,92,2089
1764,69,2090
2000,318,2091
1355,3,2092
52,22,2093
153,168,2094
188,0,2095
1479,94,2096
1140,204,2097
731,45,2098
197,187,2099
94,354,2100
1528,14,2101
20,98,2102
59,375,2103
96,98,2104
1419,35,2105
291,232,2106
474,211,2107
171,39,2108
872,241,2109
999,12,2110
1132,59,2111
861,307,2112
1479,167,2113
1565,211,2114
305,3,2115
1310,56,2116
1096,323,2117
394,9,2118
254,287,2119
929,32,2120
631,204,2121
47,87,2122
280,203,2123
599,86,2124
1487,206,2125
1064,150,2126
1208,168,2127
1028,312,2128
37,230,2129
161,211,2130
1283,227,2131
862,149,2132
1202,416,2133
476,45,2134
994,79,2135
1254,168,2136
1277,69,2137
1403,84,2138
117,8,2139
1228,79,2140
824,411,2141
1182,204,2142
551,94,2143
1103,204,2144
389,202,2145
1754,259,2146
122,204,2147
1718,225,2148
863,203,2149
1238,460,2150
704,133,2151
425,414,2152
95,202,2153
994,59,2154
1350,51,2155
611,32,2156
1234,562,2157
72,270,2158
745,206,2159
1456,19,2160
1582,255,2161
2090,350,2162
853,0,2163
1440,229,2164
1539,8,2165
851,10,2166
1142,170,2167
1261,233,2168
1733,31,2169
2087,232,2170
1934,234,2171
1960,305,2172
2129,435,2173
493,157,2174
2049,87,2175
229,93,2176
52,82,2177
445,60,2178
950,19,2179
62,278,2180
1168,358,2181
2121,265,2182
197,10,2183
416,1,2184
716,7,2185
1575,196,2186
71,100,2187
1751,150,2188
1350,76,2189
60,56,2190
372,266,2191
35,386,2192
41,106,2193
990,85,2194
480,29,2195
759,241,2196
1093,117,2197
1267,330,2198
1976,414,2199
1340,59,2200
1457,322,2201
945,46,2202
66,20,2203
391,235,2204
1591,55,2205
1253,241,2206
608,256,2207
40,43,2208
1445,160,2209
1909,208,2210
626,202,2211
466,9,2212
33,206,2213
1850,3,2214
333,17,2215
1161,5,2216
1916,123,2217
65,242,2218
1771,254,2219
2030,140,2220
1161,231,2221
1776,41,2222
1296,168,2223
1501,2,2224
781,83,2225
812,206,2226
253,204,2227
468,206,2228
863,32,2229
1161,172,2230
43,109,2231
321,66,2232
304,206,2233
1031,79,2234
867,219,2235
352,202,2236
1291,168,2237
2071,12,2238
1132,216,2239
1944,94,2240
174,325,2241
1389,319,2242
1213,59,2243
82,328,2244
993,111,2245
45,59,2246
81,61,2247
830,215,2248
1028,413,2249
889,98,2250
657,206,2251
2083,283,2252
1213,398,2253
103,12,2254
24,59,2255
97,28,2256
13,127,2257
2055,59,2258
1580,123,2259
2028,272,2260
311,206,2261
814,18,2262
583,40,2263
481,227,2264
884,9,2265
483,3,2266
252,32,2267
1281,86,2268
875,86,2269
1776,359,2270
379,87,2271
91,158,2272
427,224,2273
1104,270,2274
1579,401,2275
891,59,2276
221,95,2277
22,274,2278
944,114,2279
295,103,2280
704,211,2281
1245,1,2282
57,123,2283
584,204,2284
93,215,2285
1201,226,2286
687,204,2287
1028,401,2288
830,259,2289
1552,322,2290
1001,211,2291
1591,180,2292
1744,213,2293
398,385,2294
196,214,2295
855,55,2296
1547,217,2297
338,59,2298
94,413,2299
72,413,2300
743,208,2301
1776,444,2302
1173,204,2303
62,445,2304
1730,309,2305
62,252,2306
66,28,2307
2,88,2308
2135,494,2309
655,211,2310
802,53,2311
65,167,2312
337,25,2313
1201,82,2314
96,207,2315
64,12,2316
912,229,2317
323,102,2318
1392,86,2319
996,10,2320
230,204,2321
641,230,2322
708,100,2323
1104,154,2324
1419,27,2325
852,259,2326
783,461,2327
1759,12,2328
1860,167,2329
35,92,2330
688,26,2331
2070,218,2332
890,309,2333
1007,241,2334
1240,59,2335
1123,227,2336
1433,176,2337
885,204,2338
1217,390,2339
1816,242,2340
360,1,2341
677,26,2342
1095,203,2343
1172,95,2344
67,12,2345
249,167,2346
444,222,2347
428,203,2348
752,222,2349
803,295,2350
383,66,2351
47,359,2352
1316,233,2353
933,18,2354
511,97,2355
287,25,2356
470,342,2357
561,71,2358
0,67,2359
59,330,2360
1822,149,2361
62,31,2362
1627,177,2363
56,40,2364
421,88,2365
792,224,2366
1617,86,2367
594,46,2368
1978,176,2369
474,69,2370
1039,93,2371
952,139,2372
251,18,2373
59,329,2374
317,116,2375
669,56,2376
280,61,2377
54,2,2378
1600,167,2379
1215,203,2380
177,211,2381
13,28,2382
875,29,2383
221,124,2384
2078,25,2385
657,157,2386
1394,204,2387
773,18,2388
186,417,2389
763,122,2390
1116,89,2391
1984,100,2392
398,58,2393
445,35,2394
337,401,2395
1830,43,2396
269,8,2397
1115,214,2398
440,93,2399
862,369,2400
1371,230,2401
977,1,2402
575,245,2403
453,12,2404
472,58,2405
2118,143,2406
1764,271,2407
283,202,2408
138,222,2409
75,205,2410
1281,181,2411
1867,330,2412
458,231,2413
411,307,2414
838,56,2415
1567,222,2416
2060,232,2417
1489,150,2418
1173,242,2419
1655,309,2420
365,2,2421
40,216,2422
168,206,2423
1322,18,2424
1883,12,2425
784,18,2426
1343,20,2427
785,12,2428
1281,88,2429
1919,59,2430
37,204,2431
1390,206,2432
530,59,2433
804,86,2434
1237,206,2435
1620,29,2436
440,18,2437
323,1,2438
323,522,2439
1691,12,2440
732,356,2441
851,26,2442
1508,212,2443
760,87,2444
1237,378,2445
1479,226,2446
1151,95,2447
1659,150,2448
1075,356,2449
302,58,2450
3,189,2451
1547,376,2452
2050,229,2453
2,106,2454
2047,18,2455
20,162,2456
1828,214,2457
217,202,2458
69,212,2459
197,212,2460
212,97,2461
22,86,2462
1106,18,2463
185,59,2464
1922,59,2465
312,12,2466
1101,12,2467
902,95,2468
1347,205,2469
383,206,2470
1763,86,2471
592,230,2472
1185,86,2473
1542,219,2474
1608,168,2475
821,58,2476
1075,42,2477
301,226,2478
1567,19,2479
1602,137,2480
1283,39,2481
928,93,2482
1528,388,2483
405,222,2484
1471,255,2485
1511,168,2486
578,204,2487
765,224,2488
1451,94,2489
712,12,2490
1565,455,2491
565,211,2492
486,206,2493
1530,227,2494
92,97,2495
22,86,2496
691,202,2497
294,97,2498
606,12,2499
167,73,2500
68,229,2501
1192,307,2502
1061,82,2503
875,34,2504
23,346,2505
35,369,2506
463,224,2507
833,26,2508
2023,232,2509
961,197,2510
686,29,2511
323,232,2512
2055,168,2513
1536,13,2514
34,100,2515
42,11,2516
821,202,2517
35,45,2518
1600,140,2519
112,232,2520
969,226,2521
2073,260,2522
94,353,2523
1567,9,2524
1123,336,2525
683,230,2526
37,29,2527
290,3,2528
127,86,2529
1438,445,2530
89,101,2531
1945,172,2532
1608,187,2533
122,0,2534
1219,2,2535
992,204,2536
366,476,2537
1461,167,2538
37,56,2539
1275,94,2540
862,104,2541
1971,61,2542
1132,374,2543
929,69,2544
229,231,2545
821,4,2546
1476,4,2547
2006,40,2548
50,168,2549
1456,219,2550
1680,71,2551
1562,385,2552
751,25,2553
854,1,2554
994,19,2555
508,226,2556
1385,39,2557
1162,242,2558
390,337,2559
337,97,2560
663,85,2561
497,150,2562
267,81,2563
2048,12,2564
65,98,2565
1134,93,2566
32,66,2567
1801,206,2568
366,136,2569
1472,8,2570
47,211,2571
52,57,2572
61,216,2573
432,211,2574
564,306,2575
221,93,2576
2024,85,2577
161,150,2578
733,1,2579
166,395,2580
2032,404,2581
1279,215,2582
2127,337,2583
1122,271,2584
732,134,2585
620,206,2586
1046,314,2587
2001,362,2588
306,109,2589
142,426,2590
1180,31,2591
45,7,2592
369,204,2593
1901,133,2594
527,117,2595
481,41,2596
364,208,2597
781,175,2598
1702,34,2599
1098,1,2600
197,89,2601
517,71,2602
1785,222,2603
1330,4,2604
1104,274,2605
272,230,2606
22,12,2607
1035,83,2608
508,230,2609
1136,277,2610
1068,203,2611
328,212,2612
838,167,2613
191,206,2614
56,24,2615
1354,319,2616
1712,315,2617
59,426,2618
401,241,2619
269,168,2620
698,204,2621
1837,10,2622
1428,214,2623
1475,165,2624
1940,14,2625
1420,265,2626
549,317,2627
1206,154,2628
1764,72,2629
454,273,2630
49,32,2631
507,87,2632
166,161,2633
2028,238,2634
1439,566,2635
672,380,2636
1994,19,2637
221,66,2638
409,124,2639
181,19,2640
713,4,2641
1109,366,2642
848,202,2643
1847,172,2644
1900,206,2645
366,231,2646
435,86,2647
1142,232,2648
703,195,2649
1221,58,2650
1977,219,2651
346,223,2652
1237,225,2653
351,120,2654
1313,366,2655
1320,89,2656
388,203,2657
152,34,2658
1543,166,2659
176,211,2660
1307,398,2661
1198,45,2662
709,53,2663
2084,347,2664
693,149,2665
875,260,2666
784,259,2667
716,4,2668
413,84,2669
876,95,2670
756,1,2671
106,259,2672
1021,320,2673
571,133,2674
176,89,2675
35,164,2676
1206,58,2677
1096,241,2678
1238,242,2679
518,29,2680
52,237,2681
701,68,2682
277,100,2683
1481,26,2684
1014,19,2685
1832,214,2686
781,214,2687
1130,570,2688
22,148,2689
1246,16,2690
822,9,2691
945,163,2692
49,104,2693
514,349,2694
1866,272,2695
1992,201,2696
472,19,2697
1737,41,2698
776,230,2699
1648,32,2700
1108,212,2701
59,124,2702
1281,233,2703
493,226,2704
464,304,2705
2,151,2706
484,29,2707
699,231,2708
37,270,2709
1161,322,2710
1031,10,2711
797,72,2712
65,276,2713
82,259,2714
520,147,2715
238,18,2716
865,83,2717
466,95,2718
1599,86,2719
133,206,2720
377,256,2721
945,495,2722
1809,93,2723
2000,58,2724
495,13,2725
1281,87,2726
337,395,2727
1046,224,2728
392,223,2729
976,237,2730
64,98,2731
607,59,2732
1828,86,2733
1611,344,2734
35,237,2735
514,109,2736
454,309,2737
974,224,2738
54,53,2739
444,12,2740
1993,306,2741
495,265,2742
713,165,2743
1227,206,2744
2059,148,2745
1367,88,2746
303,12,2747
885,231,2748
1249,223,2749
356,22,2750
1354,309,2751
3,160,2752
959,35,2753
68,86,2754
1592,140,2755
573,211,2756
249,132,2757
1156,322,2758
301,204,2759
413,168,2760
875,9,2761
186,254,2762
1856,503,2763
1924,59,2764
916,1,2765
1764,219,2766
1396,206,2767
473,335,2768
313,307,2769
413,205,2770
1452,7,2771
502,214,2772
1481,32,2773
1819,12,2774
333,25,2775
62,206,2776
46,102,2777
1486,17,2778
544,212,2779
862,266,2780
1951,25,2781
186,103,2782
1826,226,2783
421,168,2784
1570,226,2785
1201,401,2786
611,360,2787
1456,218,2788
22,150,2789
821,88,2790
1024,183,2791
810,318,2792
16,211,2793
323,545,2794
166,67,2795
62,106,2796
37,231,2797
778,169,2798
1572,12,2799
962,211,2800
1153,56,2801
667,230,2802
483,206,2803
485,9,2804
1952,18,2805
425,203,2806
104,12,2807
1234,426,2808
1659,161,2809
781,30,2810
290,428,2811
1565,37,2812
1678,34,2813
480,18,2814
1401,19,2815
460,4,2816
1962,168,2817
1346,226,2818
343,98,2819
348,549,2820
484,206,2821
880,12,2822
969,231,2823
1293,107,2824
1132,3,2825
64,219,2826
921,98,2827
429,317,2828
883,86,2829
221,22,2830
49,144,2831
524,155,2832
273,10,2833
1070,43,2834
496,309,2835
2055,208,2836
1151,43,2837
1152,96,2838
1144,211,2839
446,150,2840
0,3,2841
72,9,2842
183,202,2843
1925,434,2844
23,349,2845
1096,227,2846
1932,116,2847
323,107,2848
1479,29,2849
228,212,2850
1548,192,2851
1036,97,2852
1411,330,2853
372,515,2854
52,166,2855
20,222,2856
481,348,2857
1055,32,2858
821,482,2859
1283,390,2860
323,33,2861
1639,3,2862
583,379,2863
862,126,2864
446,168,2865
1456,191,2866
642,86,2867
911,97,2868
679,312,2869
11,67,2870
1676,41,2871
2011,16,2872
323,335,2873
1186,69,2874
279,0,2875
1023,59,2876
465,70,2877
544,83,2878
1975,439,2879
166,13,2880
194,216,2881
732,215,2882
1155,230,2883
138,208,2884
1687,281,2885
996,222,2886
427,377,2887
374,211,2888
341,85,2889
62,109,2890
848,263,2891
359,19,2892
427,72,2893
1227,96,2894
287,19,2895
1473,79,2896
341,29,2897
306,31,2898
72,322,2899
548,211,2900
437,86,2901
1078,34,2902
66,234,2903
1219,211,2904
876,88,2905
1681,9,2906
22,20,2907
1621,106,2908
705,103,2909
840,117,2910
340,69,2911
218,208,2912
516,9,2913
481,395,2914
343,202,2915
931,83,2916
663,255,2917
733,165,2918
468,176,2919
1042,12,2920
1343,214,2921
667,204,2922
1498,18,2923
757,86,2924
187,79,2925
943,32,2926
1354,66,2927
255,93,2928
782,12,2929
978,277,2930
314,133,2931
1202,274,2932
1601,43,2933
2111,103,2934
414,32,2935
1552,16,2936
1121,214,2937
514,84,2938
446,96,2939
34,167,2940
628,1,2941
1654,271,2942
1115,88,2943
1186,2,2944
635,24,2945
474,165,2946
723,45,2947
176,206,2948
280,330,2949
1479,295,2950
45,222,2951
764,150,2952
42,261,2953
385,168,2954
1091,2,2955
333,340,2956
1237,124,2957
101,0,2958
821,175,2959
1268,87,2960
69,3,2961
1080,373,2962
172,383,2963
154,202,2964
1142,216,2965
1579,9,2966
333,44,2967
217,168,2968
115,233,2969
1481,30,2970
52,188,2971
241,1,2972
995,256,2973
65,215,2974
191,93,2975
2121,362,2976
1142,425,2977
43,428,2978
1630,206,2979
144,85,2980
1174,11,2981
323,17,2982
11,98,2983
803,271,2984
314,206,2985
1642,445,2986
1362,72,2987
267,211,2988
1556,212,2989
75,72,2990
515,56,2991
333,243,2992
1555,3,2993
614,1,2994
421,12,2995
745,59,2996
1110,277,2997
888,203,2998
1351,168,2999
506,104,3000
772,23,3001
1543,211,3002
183,58,3003
124,227,3004
405,92,3005
384,123,3006
45,433,3007
353,83,3008
1104,14,3009
828,335,3010
726,204,3011
424,204,3012
347,12,3013
482,233,3014
1493,429,3015
124,97,3016
933,56,3017
1646,204,3018
606,71,3019
171,107,3020
1848,309,3021
282,86,3022
1078,149,3023
573,0,3024
1471,18,3025
1009,211,3026
856,61,3027
122,86,3028
754,152,3029
1033,206,3030
1674,445,3031
62,53,3032
1018,1,3033
131,18,3034
1142,509,3035
239,45,3036
136,30,3037
1597,428,3038
269,98,3039
1640,208,3040
1335,94,3041
849,61,3042
86,156,3043
1138,203,3044
2031,324,3045
525,497,3046
1107,2,3047
1919,9,3048
35,86,3049
1028,305,3050
580,202,3051
1601,86,3052
36,258,3053
2140,429,3054
674,41,3055
1011,206,3056
601,90,3057
93,325,3058
1191,97,3059
2024,175,3060
1341,19,3061
699,211,3062
152,26,3063
690,255,3064
1281,180,3065
1693,309,3066
2012,29,3067
166,86,3068
740,303,3069
1137,86,3070
1401,96,3071
745,87,3072
891,215,3073
1569,254,3074
2,152,3075
796,32,3076
125,165,3077
1777,197,3078
37,246,3079
1558,120,3080
1634,77,3081
696,258,3082
1536,149,3083
1662,206,3084
18,86,3085
238,202,3086
537,204,3087
1144,224,3088
848,216,3089
2028,371,3090
512,86,3091
77,6,3092
759,461,3093
2085,269,3094
1999,144,3095
36,173,3096
1063,12,3097
707,275,3098
926,150,3099
2010,61,3100
1590,340,3101
840,97,3102
897,204,3103
1114,20,3104
1424,231,3105
481,67,3106
1626,9,3107
260,87,3108
1642,481,3109
1458,345,3110
1010,8,3111
422,144,3112
1754,61,3113
115,12,3114
682,83,3115
514,413,3116
914,59,3117
514,449,3118
1844,41,3119
990,306,3120
1188,140,3121
1492,256,3122
780,148,3123
639,12,3124
140,41,3125
1034,208,3126
43,161,3127
1626,265,3128
1572,236,3129
2114,80,3130
104,148,3131
1028,306,3132
1728,237,3133
2094,262,3134
1471,343,3135
76,25,3136
986,32,3137
1926,255,3138
64,423,3139
912,97,3140
16,86,3141
221,434,3142
912,124,3143
1541,242,3144
419,60,3145
306,1,3146
1113,203,3147
197,45,3148
1471,367,3149
949,86,3150
20,7,3151
452,58,3152
1205,23,3153
2059,168,3154
287,11,3155
1364,112,3156
1459,287,3157
1229,59,3158
1132,144,3159
1129,301,3160
338,18,3161
874,211,3162
1884,156,3163
2,90,3164
52,147,3165
875,6,3166
87,28,3167
52,79,3168
1343,18,3169
592,202,3170
1338,71,3171
651,322,3172
481,94,3173
1140,263,3174
627,233,3175
269,156,3176
591,202,3177
462,26,3178
488,176,3179
635,427,3180
240,460,3181
249,72,3182
195,214,3183
282,211,3184
1202,456,3185
525,168,3186
1481,59,3187
323,395,3188
1140,14,3189
153,202,3190
1580,73,3191
693,19,3192
67,203,3193
970,297,3194
1355,79,3195
323,406,3196
154,164,3197
1213,70,3198
605,168,3199
1717,153,3200
1615,217,3201
411,3,3202
803,202,3203
95,287,3204
235,26,3205
2139,355,3206
1158,263,3207
1021,216,3208
1050,223,3209
85,255,3210
22,337,3211
148,29,3212
337,87,3213
596,206,3214
1220,84,3215
557,92,3216
987,206,3217
419,150,3218
1191,150,3219
1342,212,3220
92,214,3221
1032,120,3222
37,86,3223
316,226,3224
1466,135,3225
840,212,3226
309,259,3227
959,222,3228
639,176,3229
712,43,3230
306,93,3231
1241,239,3232
1720,204,3233
153,211,3234
1350,62,3235
820,1,3236
64,379,3237
1845,41,3238
1112,12,3239
1280,204,3240
43,29,3241
75,176,3242
48,12,3243
594,202,3244
1506,226,3245
482,460,3246
1706,242,3247
466,18,3248
62,37,3249
444,176,3250
34,363,3251
1544,2,3252
453,349,3253
405,12,3254
858,434,3255
1557,167,3256
1671,223,3257
462,116,3258
1161,382,3259
336,217,3260
342,56,3261
249,82,3262
1218,95,3263
23,43,3264
11,265,3265
1066,204,3266
2093,189,3267
1185,320,3268
265,29,3269
744,231,3270
419,241,3271
1326,167,3272
413,31,3273
1336,124,3274
173,126,3275
851,203,3276
911,61,3277
480,206,3278
712,215,3279
828,139,3280
1465,468,3281
47,330,3282
1850,29,3283
1012,206,3284
985,211,3285
514,120,3286
10,168,3287
1750,395,3288
296,446,3289
536,11,3290
514,30,3291
1287,93,3292
728,71,3293
267,333,3294
123,168,3295
3,150,3296
732,329,3297
1829,445,3298
460,349,3299
175,206,3300
796,350,3301
74,109,3302
1671,238,3303
176,148,3304
476,349,3305
74,89,3306
197,93,3307
1284,83,3308
958,211,3309
554,35,3310
1337,216,3311
94,123,3312
928,222,3313
1279,140,3314
1017,232,3315
1131,98,3316
514,194,3317
61,12,3318
360,211,3319
219,206,3320
732,275,3321
1514,93,3322
1076,241,3323
684,211,3324
1795,93,3325
344,224,3326
789,209,3327
965,86,3328
481,270,3329
1334,95,3330
1022,4,3331
1060,224,3332
105,233,3333
821,84,3334
1158,398,3335
474,90,3336
1533,86,3337
1971,182,3338
452,86,3339
337,388,3340
1109,108,3341
803,12,3342
1160,242,3343
532,18,3344
1160,0,3345
1384,88,3346
622,88,3347
166,12,3348
72,61,3349
2,120,3350
67,12,3351
229,224,3352
966,233,3353
1630,9,3354
398,201,3355
104,211,3356
336,176,3357
96,149,3358
1703,83,3359
514,55,3360
1114,211,3361
269,456,3362
1201,326,3363
1202,445,3364
892,88,3365
113,170,3366
853,236,3367
71,202,3368
1281,70,3369
537,370,3370
390,211,3371
28,270,3372
821,76,3373
684,95,3374
351,129,3375
46,103,3376
1112,84,3377
480,18,3378
166,194,3379
274,0,3380
84,271,3381
1311,206,3382
94,500,3383
1509,83,3384
48,206,3385
1954,119,3386
1232,45,3387
45,406,3388
1860,216,3389
620,348,3390
514,230,3391
60,204,3392
1504,18,3393
694,415,3394
989,209,3395
679,369,3396
524,224,3397
1479,13,3398
269,10,3399
1813,229,3400
10,32,3401
1364,423,3402
977,165,3403
1281,26,3404
209,329,3405
2139,122,3406
138,276,3407
848,378,3408
3,165,3409
750,204,3410
1395,227,3411
462,118,3412
361,58,3413
247,453,3414
92,206,3415
1150,204,3416
1591,91,3417
693,2,3418
122,347,3419
476,174,3420
1204,86,3421
1082,203,3422
663,124,3423
248,202,3424
47,206,3425
1091,29,3426
3,197,3427
287,238,3428
1061,8,3429
942,164,3430
1498,56,3431
998,43,3432
166,211,3433
1990,10,3434
1129,0,3435
696,32,3436
22,12,3437
43,307,3438
76,32,3439
1908,41,3440
900,203,3441
783,4,3442
912,95,3443
1956,273,3444
2047,116,3445
209,219,3446
271,369,3447
212,202,3448
409,233,3449
1201,341,3450
308,226,3451
56,351,3452
2,105,3453
337,371,3454
911,0,3455
452,79,3456
733,5,3457
1649,166,3458
886,449,3459
461,242,3460
93,0,3461
1694,12,3462
1307,105,3463
1388,352,3464
284,233,3465
1222,95,3466
996,98,3467
1500,49,3468
337,168,3469
600,0,3470
943,317,3471
45,47,3472
1440,272,3473
1088,351,3474
1921,94,3475
1507,212,3476
552,446,3477
322,226,3478
241,53,3479
1237,390,3480
418,34,3481
63,45,3482
411,26,3483
142,150,3484
826,224,3485
1480,242,3486
1478,333,3487
613,167,3488
267,307,3489
390,91,3490
1185,19,3491
1088,307,3492
1342,3,3493
449,86,3494
43,69,3495
52,182,3496
141,26,3497
1478,468,3498
1636,168,3499
333,78,3500
481,215,3501
1694,86,3502
1288,256,3503
28,356,3504
269,213,3505
292,58,3506
969,100,3507
1260,277,3508
239,165,3509
1917,147,3510
514,318,3511
514,242,3512
1749,9,3513
62,110,3514
1552,83,3515
1793,92,3516
1039,237,3517
727,202,3518
999,259,3519
22,18,3520
867,337,3521
1521,212,3522
679,206,3523
152,234,3524
1096,43,3525
1487,149,3526
1281,295,3527
630,150,3528
598,17,3529
70,237,3530
1851,311,3531
1471,302,3532
514,441,3533
446,140,3534
1703,76,3535
725,126,3536
716,109,3537
42,171,3538
564,200,3539
1915,43,3540
1058,88,3541
84,123,3542
323,166,3543
950,56,3544
1847,244,3545
66,11,3546
2001,66,3547
10,211,3548
620,444,3549
221,214,3550
221,211,3551
585,57,3552
70,211,3553
725,203,3554
2077,222,3555
1128,41,3556
1467,40,3557
317,0,3558
1582,213,3559
146,41,3560
1194,8,3561
506,59,3562
562,202,3563
43,35,3564
743,31,3565
818,41,3566
473,231,3567
22,312,3568
2074,18,3569
158,204,3570
1407,88,3571
94,317,3572
1982,41,3573
481,80,3574
337,231,3575
727,71,3576
1096,206,3577
22,18,3578
596,18,3579
782,61,3580
116,204,3581
159,126,3582
1740,66,3583
842,57,3584
200,319,3585
1814,11,3586
896,87,3587
642,29,3588
1548,3,3589
1154,12,3590
1318,89,3591
166,203,3592
537,59,3593
14,292,3594
1028,359,3595
323,531,3596
969,203,3597
1518,70,3598
985,301,3599
143,203,3600
306,2,3601
388,3,3602
1818,98,3603
1409,89,3604
267,104,3605
9,225,3606
267,359,3607
1456,248,3608
323,390,3609
1701,206,3610
356,230,3611
804,82,3612
1500,499,3613
473,43,3614
270,211,3615
241,12,3616
341,212,3617
1307,94,3618
1403,380,3619
382,12,3620
1930,82,3621
65,161,3622
470,211,3623
1781,92,3624
619,369,3625
1894,226,3626
1001,174,3627
1647,318,3628
222,26,3629
2089,19,3630
460,88,3631
1696,110,3632
1792,20,3633
1044,265,3634
1663,295,3635
53,28,3636
1779,31,3637
28,241,3638
20,112,3639
1283,7,3640
34,289,3641
539,45,3642
188,212,3643
611,97,3644
1981,222,3645
1570,2,3646
322,206,3647
37,254,3648
115,167,3649
992,166,3650
481,420,3651
388,12,3652
620,34,3653
1103,263,3654
191,72,3655
1995,206,3656
1875,142,3657
337,41,3658
153,226,3659
191,59,3660
1087,147,3661
368,202,3662
157,202,3663
1202,379,3664
1338,204,3665
1123,343,3666
752,132,3667
1470,320,3668
1578,91,3669
2,11,3670
1615,211,3671
39,28,3672
872,13,3673
11,21,3674
72,393,3675
210,34,3676
1109,53,3677
35,189,3678
477,206,3679
1456,568,3680
138,307,3681
1414,525,3682
752,100,3683
1073,226,3684
28,312,3685
955,215,3686
22,206,3687
1733,33,3688
1785,216,3689
1612,35,3690
109,12,3691
672,71,3692
774,345,3693
582,61,3694
1642,204,3695
143,148,3696
418,259,3697
896,97,3698
1911,86,3699
1123,86,3700
323,165,3701
222,211,3702
77,158,3703
64,165,3704
1491,513,3705
1721,29,3706
437,225,3707
1109,5,3708
298,211,3709
1601,239,3710
11,100,3711
1322,168,3712
522,204,3713
2075,31,3714
1758,12,3715
514,45,3716
1387,87,3717
979,359,3718
1151,325,3719
133,43,3720
45,326,3721
481,4,3722
803,37,3723
270,71,3724
1272,40,3725
282,10,3726
313,202,3727
1237,2,3728
1642,208,3729
702,168,3730
968,176,3731
481,22,3732
1542,247,3733
533,230,3734
1827,12,3735
224,86,3736
166,231,3737
34,151,3738
1218,215,3739
1570,206,3740
190,204,3741
64,150,3742
596,61,3743
790,89,3744
1595,386,3745
838,168,3746
62,60,3747
93,128,3748
804,226,3749
1456,143,3750
1247,153,3751
1762,103,3752
413,206,3753
269,133,3754
41,23,3755
280,198,3756
635,431,3757
1115,166,3758
89,46,3759
446,94,3760
1064,307,3761
1573,256,3762
1579,205,3763
86,227,3764
573,229,3765
316,82,3766
293,165,3767
1272,61,3768
57,385,3769
241,87,3770
571,206,3771
374,12,3772
91,267,3773
670,2,3774
1280,92,3775
1259,226,3776
1487,206,3777
1880,229,3778
337,121,3779
417,167,3780
140,223,3781
22,337,3782
1140,7,3783
1333,41,3784
544,168,3785
745,239,3786
1007,97,3787
52,16,3788
94,406,3789
1311,97,3790
454,34,3791
52,434,3792
1984,167,3793
10,56,3794
1196,231,3795
726,98,3796
1083,222,3797
196,12,3798
48,124,3799
166,407,3800
120,6,3801
418,10,3802
349,96,3803
1374,88,3804
43,120,3805
1011,23,3806
142,460,3807
661,211,3808
1385,72,3809
1288,24,3810
1492,434,3811
94,46,3812
650,19,3813
1903,45,3814
1077,153,3815
784,463,3816
525,12,3817
238,12,3818
1757,2,3819
1471,245,3820
956,222,3821
1745,311,3822
452,3,3823
469,224,3824
1044,74,3825
1780,96,3826
341,15,3827
1533,3,3828
0,44,3829
30,162,3830
728,204,3831
152,155,3832
952,130,3833
514,270,3834
2131,238,3835
166,203,3836
503,243,3837
1343,149,3838
1096,71,3839
444,206,3840
460,214,3841
550,213,3842
732,238,3843
229,87,3844
838,124,3845
503,211,3846
1099,3,3847
166,239,3848
1349,25,3849
350,343,3850
963,86,3851
2087,267,3852
131,414,3853
1527,309,3854
335,93,3855
1669,29,3856
1998,12,3857
1964,363,3858
1879,318,3859
755,230,3860
1343,247,3861
1187,203,3862
732,420,3863
52,236,3864
2050,86,3865
496,203,3866
875,256,3867
600,61,3868
1104,124,3869
707,359,3870
836,206,3871
1858,404,3872
280,206,3873
559,59,3874
1469,320,3875
227,202,3876
1416,309,3877
44,29,3878
1139,18,3879
72,14,3880
2023,18,3881
784,93,3882
514,430,3883
791,204,3884
52,341,3885
2056,103,3886
86,12,3887
574,18,3888
1687,384,3889
152,71,3890
1044,36,3891
622,309,3892
1133,227,3893
398,443,3894
1746,104,3895
323,449,3896
405,224,3897
453,208,3898
1042,263,3899
1088,371,3900
247,202,3901
514,495,3902
1174,206,3903
355,206,3904
1402,88,3905
673,214,3906
1882,441,3907
588,29,3908
1409,109,3909
1038,57,3910
391,48,3911
666,150,3912
280,226,3913
1502,315,3914
476,62,3915
1672,216,3916
821,333,3917
